id,global_id,name,ward_code,number_of_students,number_of_teachers,sub_type,management,education_type,category,timestamp,lga_name,lga_code,state_code,state_name,longitude,latitude
883543,965bb9fa-f14f-4ed5-b4c5-2191bd8ef2b3,Gwalam Primary School,11212,,,Primary,Unknown,Formal,Primary,2020-12-11T13:06:27Z,Hawul,112,BR,Borno,12.340278085239396,10.467071724521276
883544,af88e65d-a567-40d8-b6ea-cbc1b403c757,Hamna Primary School,11203,,,Primary,Unknown,Formal,Primary,2020-12-11T13:06:27Z,Hawul,112,BR,Borno,12.103595644228829,10.327093696117236
883545,fcbc453b-cc10-4a15-aa47-bdc753be0a2d,Hema Primary School,11211,,,Primary,Unknown,Formal,Primary,2020-12-11T13:06:27Z,Hawul,112,BR,Borno,12.161950336010658,10.560455184680826
883546,5a163a8e-bfbc-4795-8ab4-4bf5aa59fae8,Humusu Primary School,11208,,,Primary,Unknown,Formal,Primary,2020-12-11T13:07:55Z,Hawul,112,BR,Borno,12.178460358244656,10.41225620382979
883547,94584794-b9e6-4d0d-9d6e-86ea55b2db89,Kedang Primary School,11208,,,Primary,Unknown,Formal,Primary,2020-12-11T13:14:58Z,Hawul,112,BR,Borno,12.147914994441498,10.43111793946807
883548,6e7d472e-56db-4c64-9bf5-20cf49d7843f,Kwajaffa Bura Primary School,11206,,,Primary,Unknown,Formal,Primary,2020-12-11T13:17:05Z,Hawul,112,BR,Borno,12.404700448431006,10.481711735638273
883549,b880b6c2-536c-444c-8730-0bde58acea06,Mindi Primary School,11209,,,Primary,Unknown,Formal,Primary,2020-12-11T13:45:26Z,Hawul,112,BR,Borno,12.18973481531918,10.438083449042551
883550,3938467f-a228-4678-be76-592589baaa9b,Mubiya Primary School,11207,,,Primary,Unknown,Formal,Primary,2020-12-11T13:46:19Z,Hawul,112,BR,Borno,12.139329093271376,10.480953135265892
883551,139bd8d3-aed3-4147-9473-c263e05edbdc,Pelathebu Primary School,11204,,,Primary,Unknown,Formal,Primary,2020-12-11T13:48:49Z,Hawul,112,BR,Borno,12.321651242739286,10.544277234095764
883552,f0ee13f3-2587-4002-9801-7cb68852a8d6,Prikisu Primary School,11208,,,Primary,Unknown,Formal,Primary,2020-12-11T13:48:49Z,Hawul,112,BR,Borno,12.177869843111672,10.392765520691489
883553,bf5853f0-da0e-4aed-85eb-63bb1b2d5467,Tanga Rahi Primary School,11211,,,Primary,Unknown,Formal,Primary,2020-12-11T13:54:49Z,Hawul,112,BR,Borno,12.184268969734037,10.564034770851183
883554,8f25e8dc-b3a9-492e-b8d1-00295acf9534,Tangaramta Primary School,11207,,,Primary,Unknown,Formal,Primary,2020-12-11T13:54:49Z,Hawul,112,BR,Borno,12.129925933909576,10.490741388510624
883555,eaf5a6aa-3662-478c-b5a6-746c5fc7705f,Tashan Gauta Primary School,11202,,,Primary,Unknown,Formal,Primary,2020-12-11T13:55:42Z,Hawul,112,BR,Borno,12.03079984311167,10.581859316861692
